DATE,TMAX,TMIN
2013/2/23,33,24
2013/2/24,48,26
2013/2/25,51,37
2013/2/26,57,26
2013/2/27,44,23
2013/2/28,42,26
2013/3/1,57,33
2013/3/2,59,37
2013/3/3,60,41
2013/3/4,59,37
2013/3/5,60,41
2013/3/6,66,39
2013/3/7,60,30
2013/3/8,50,32
2013/3/9,55,39
2013/3/10,48,30
2013/3/11,48,30
2013/3/12,51,33
2013/3/13,55,39
2013/3/14,57,41
2013/3/15,66,42
2013/3/16,51,35
2013/3/17,39,28
2013/3/18,46,32
2013/3/19,57,35
2013/3/20,51,33
2013/3/21,55,30
2013/3/22,51,28
2013/3/23,51,33
2013/3/24,59,39
2013/3/25,62,39
2013/3/26,51,32
2013/3/27,51,35
2013/3/28,50,37
2013/3/29,57,41
2013/3/30,60,33
2013/3/31,66,42
2013/4/1,60,42
2013/4/2,55,42
2013/4/3,55,37
2013/4/4,57,35
2013/4/5,59,42
2013/4/6,55,41
2013/4/7,55,41
2013/4/8,57,37
2013/4/9,62,37
2013/4/10,71,48
2013/4/11,75,42
2013/4/12,60,42
2013/4/13,68,48
2013/4/14,68,42
2013/4/15,64,48
2013/4/16,59,42
2013/4/17,46,39
2013/4/18,60,41
2013/4/19,64,46
2013/4/20,66,50
2013/4/21,62,48
2013/4/22,73,51
2013/4/23,73,46
2013/4/24,73,51
2013/4/25,71,53
2013/4/26,68,53
2013/4/27,80,57
2013/4/28,80,51
2013/4/29,77,55
2013/4/30,75,51
2013/5/1,71,55
2013/5/2,80,57
2013/5/3,86,62
2013/5/4,86,64
2013/5/5,86,64
2013/5/6,78,62
2013/5/7,71,59
2013/5/8,86,59
2013/5/9,91,62
2013/5/10,86,62
2013/5/11,82,64
2013/5/12,86,57
2013/5/13,84,60
2013/5/14,77,62
2013/5/15,78,62
2013/5/16,84,64
2013/5/17,80,59
2013/5/18,87,66
2013/5/19,87,66
2013/5/20,82,66
2013/5/21,84,68
2013/5/22,82,60
2013/5/23,82,64
2013/5/24,73,64
2013/5/25,78,62
2013/5/26,75,64
2013/5/27,87,60
2013/5/28,91,68
2013/5/29,89,68
2013/5/30,86,66
2013/5/31,84,66
2013/6/1,89,68
2013/6/2,84,64
2013/6/3,82,66
2013/6/4,73,66
2013/6/5,75,66
2013/6/6,73,64
2013/6/7,69,60
2013/6/8,77,59
2013/6/9,77,62
2013/6/10,84,64
2013/6/11,86,71
2013/6/12,86,71
2013/6/13,91,73
2013/6/14,84,68
2013/6/15,84,71
2013/6/16,91,73
2013/6/17,91,75
2013/6/18,89,77
2013/6/19,86,73
2013/6/20,77,68
2013/6/21,86,71
2013/6/22,87,71
2013/6/23,84,71
2013/6/24,86,73
2013/6/25,93,75
2013/6/26,91,71
2013/6/27,86,73
2013/6/28,82,73
2013/6/29,82,68
2013/6/30,93,75
2013/7/1,96,77
2013/7/2,95,75
2013/7/3,95,75
2013/7/4,95,78
2013/7/5,91,77
2013/7/6,87,73
2013/7/7,78,71
2013/7/8,80,73
2013/7/9,80,73
2013/7/10,89,71
2013/7/11,87,77
2013/7/12,86,71
2013/7/13,78,73
2013/7/14,93,71
2013/7/15,91,73
2013/7/16,82,71
2013/7/17,86,75
2013/7/18,87,75
2013/7/19,91,75
2013/7/20,89,77
2013/7/21,86,73
2013/7/22,96,77
2013/7/23,95,77
2013/7/24,84,75
2013/7/25,82,75
2013/7/26,98,77
2013/7/27,91,75
2013/7/28,87,73
2013/7/29,82,73
2013/7/30,86,75
2013/7/31,87,73
2013/8/1,91,77
2013/8/2,93,75
2013/8/3,87,73
2013/8/4,84,73
2013/8/5,93,75
2013/8/6,96,75
2013/8/7,95,75
2013/8/8,87,73
2013/8/9,84,73
2013/8/10,86,75
2013/8/11,89,78
2013/8/12,91,77
2013/8/13,91,80
2013/8/14,91,78
2013/8/15,96,77
2013/8/16,96,71
2013/8/17,91,73
2013/8/18,86,75
2013/8/19,84,73
2013/8/20,84,73
2013/8/21,89,71
2013/8/22,93,71
2013/8/23,93,71
2013/8/24,93,73
2013/8/25,84,71
2013/8/26,82,71
2013/8/27,84,64
2013/8/28,78,60
2013/8/29,86,62
2013/8/30,86,64
2013/8/31,80,64
2013/9/1,78,66
2013/9/2,75,62
2013/9/3,75,62
2013/9/4,82,64
2013/9/5,82,66
2013/9/6,78,64
2013/9/7,78,64
2013/9/8,82,64
2013/9/9,82,66
2013/9/10,80,66
2013/9/11,82,66
2013/9/12,87,62
2013/9/13,80,66
2013/9/14,77,64
2013/9/15,75,64
2013/9/16,75,66
2013/9/17,78,64
2013/9/18,80,66
2013/9/19,80,64
2013/9/20,75,66
2013/9/21,71,55
2013/9/22,71,51
2013/9/23,77,51
2013/9/24,78,53
2013/9/25,78,53
2013/9/26,73,59
2013/9/27,71,60
2013/9/28,69,62
2013/9/29,68,51
2013/9/30,75,51
2013/10/1,71,51
2013/10/2,75,57
2013/10/3,73,57
2013/10/4,71,57
2013/10/5,75,55
2013/10/6,69,57
2013/10/7,75,59
2013/10/8,73,50
2013/10/9,73,53
2013/10/10,73,59
2013/10/11,66,53
2013/10/12,59,41
2013/10/13,60,39
2013/10/14,64,44
2013/10/15,68,46
2013/10/16,62,50
2013/10/17,64,41
2013/10/18,66,46
2013/10/19,64,46
2013/10/20,60,42
2013/10/21,59,41
2013/10/22,60,41
2013/10/23,64,39
2013/10/24,66,42
2013/10/25,64,46
2013/10/26,59,46
2013/10/27,60,37
2013/10/28,62,41
2013/10/29,57,59
2013/10/30,69,59
2013/10/31,69,60
2013/11/1,69,53
2013/11/2,68,50
2013/11/3,68,51
2013/11/4,68,50
2013/11/5,71,53
2013/11/6,73,59
2013/11/7,75,53
2013/11/8,60,48
2013/11/9,60,48
2013/11/10,59,48
2013/11/11,60,51
2013/11/12,57,42
2013/11/13,60,44
2013/11/14,66,41
2013/11/15,55,37
2013/11/16,55,35
2013/11/17,57,37
2013/11/18,60,42
2013/11/19,62,46
2013/11/20,64,50
2013/11/21,66,48
2013/11/22,59,41
2013/11/23,55,35
2013/11/24,55,41
2013/11/25,50,28
2013/11/26,44,28
2013/11/27,48,33
2013/11/28,55,33
2013/11/29,53,35
2013/11/30,57,39
2013/12/1,62,41
2013/12/2,60,42
2013/12/3,60,42
2013/12/4,53,39
2013/12/5,59,42
2013/12/6,60,39
2013/12/7,50,30
2013/12/8,46,32
2013/12/9,46,30
2013/12/10,51,33
2013/12/11,50,33
2013/12/12,53,39
2013/12/13,53,41
2013/12/14,46,41
2013/12/15,46,37
2013/12/16,48,28
2013/12/17,42,26
2013/12/18,42,28
2013/12/19,42,30
2013/12/20,44,30
2013/12/21,46,30
2013/12/22,46,32
2013/12/23,46,33
2013/12/24,41,26
2013/12/25,39,24
2013/12/26,41,26
2013/12/27,42,28
2013/12/28,50,32
2013/12/29,53,37
2013/12/30,59,39
2013/12/31,59,32
2014/1/1,55,37
2014/1/2,50,30
2014/1/3,50,32
2014/1/4,55,42
2014/1/5,50,37
2014/1/6,44,28
2014/1/7,41,24
2014/1/8,44,32
2014/1/9,42,35
2014/1/10,46,32
2014/1/11,42,28
2014/1/12,44,26
2014/1/13,46,30
2014/1/14,50,33
2014/1/15,50,30
2014/1/16,44,30
2014/1/17,50,33
2014/1/18,48,26
2014/1/19,41,24
2014/1/20,46,26
2014/1/21,51,35
2014/1/22,60,42
2014/1/23,53,37
2014/1/24,48,32
2014/1/25,55,37
2014/1/26,55,39
2014/1/27,48,41
2014/1/28,60,44
2014/1/29,64,51
2014/1/30,71,48
2014/1/31,64,37
2014/2/1,46,30
2014/2/2,42,33
2014/2/3,39,35
2014/2/4,42,33
2014/2/5,41,30
2014/2/6,39,30
2014/2/7,37,26
2014/2/8,33,24
2014/2/9,39,28
2014/2/10,37,33
2014/2/11,44,33
2014/2/12,46,28
2014/2/13,48,35
2014/2/14,44,39
2014/2/15,46,37
2014/2/16,37,33
2014/2/17,39,26
2014/2/18,44,28
2014/2/19,50,33
2014/2/20,51,37
2014/2/21,53,39
2014/2/22,57,46
2014/2/23,50,46
2014/2/24,53,41
2014/2/25,57,42
2014/2/26,48,30
2014/2/27,46,35
2014/2/28,51,37
2014/3/1,55,42
2014/3/2,48,37
2014/3/3,50,35
2014/3/4,48,32
2014/3/5,50,35
2014/3/6,46,33
2014/3/7,55,35
2014/3/8,59,41
2014/3/9,60,46
2014/3/10,57,39
2014/3/11,50,33
2014/3/12,60,37
2014/3/13,66,44
2014/3/14,69,53
2014/3/15,71,55
2014/3/16,71,46
2014/3/17,48,42
2014/3/18,53,35
2014/3/19,59,39
2014/3/20,64,44
2014/3/21,64,51
2014/3/22,66,55
2014/3/23,64,53
2014/3/24,66,48
2014/3/25,66,51
2014/3/26,62,55
2014/3/27,62,48
2014/3/28,64,50
2014/3/29,62,44
2014/3/30,64,48
2014/3/31,66,50
2014/4/1,64,42
2014/4/2,66,46
2014/4/3,60,39
2014/4/4,62,48
2014/4/5,62,51
2014/4/6,71,51
2014/4/7,75,53
2014/4/8,77,55
2014/4/9,66,57
2014/4/10,62,55
2014/4/11,59,50
2014/4/12,69,48
2014/4/13,69,55
2014/4/14,64,57
2014/4/15,66,53
2014/4/16,59,53
2014/4/17,60,51
2014/4/18,64,51
2014/4/19,60,51
2014/4/20,66,50
2014/4/21,71,51
2014/4/22,73,57
2014/4/23,73,60
2014/4/24,64,60
2014/4/25,66,55
2014/4/26,64,50
2014/4/27,71,51
2014/4/28,77,55
2014/4/29,80,59
2014/4/30,82,57
2014/5/1,71,57
2014/5/2,64,50
2014/5/3,68,51
2014/5/4,73,55
2014/5/5,78,60
2014/5/6,75,57
2014/5/7,69,59
2014/5/8,68,64
2014/5/9,73,57
2014/5/10,80,60
2014/5/11,80,64
2014/5/12,78,60
2014/5/13,80,60
2014/5/14,80,64
2014/5/15,73,60
2014/5/16,69,60
2014/5/17,71,62
2014/5/18,80,66
2014/5/19,86,64
2014/5/20,84,64
2014/5/21,84,66
2014/5/22,82,69
2014/5/23,80,69
2014/5/24,91,69
2014/5/25,93,71
2014/5/26,93,68
2014/5/27,93,71
2014/5/28,95,71
2014/5/29,89,69
2014/5/30,75,68
2014/5/31,77,64
2014/6/1,73,62
2014/6/2,75,64
2014/6/3,80,66
2014/6/4,86,68
2014/6/5,86,68
2014/6/6,80,68
2014/6/7,82,66
2014/6/8,82,66
2014/6/9,80,64
2014/6/10,82,66
2014/6/11,87,68
2014/6/12,89,71
2014/6/13,84,71
2014/6/14,77,68
2014/6/15,73,66
2014/6/16,78,68
2014/6/17,84,69
2014/6/18,77,71
2014/6/19,73,68
2014/6/20,75,66
